Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,12.02049446105957,11.59130859375,11.711082458496094,11.910701751708984,1347755.0,10.723140716552734
2015-01-05,12.04045581817627,11.395015716552734,11.973916053771973,11.544731140136719,2283730.0,10.393658638000488
2015-01-06,11.711082458496094,10.812788963317871,11.538077354431152,10.822770118713379,2657639.0,9.743680000305176
2015-01-07,11.012409210205078,10.586551666259766,10.915925979614258,10.746248245239258,3416579.0,9.674789428710938
2015-01-08,11.142163276672363,10.69966983795166,10.812788963317871,10.995774269104004,1449949.0,9.899435043334961
2015-01-09,11.032370567321777,10.779518127441406,11.015735626220703,10.88265609741211,934472.0,9.79759693145752
2015-01-12,11.544731140136719,10.79615306854248,10.849386215209961,11.544731140136719,1620974.0,10.393658638000488
2015-01-13,11.45157527923584,11.11221981048584,11.32514762878418,11.145489692687988,1421996.0,10.034226417541504
2015-01-14,11.222010612487793,10.912598609924316,10.97913932800293,11.0623140335083,1573483.0,9.959341049194336
2015-01-15,11.291877746582031,10.746248245239258,10.84605884552002,10.84605884552002,1639308.0,9.76464557647705
2015-01-16,11.64454174041748,10.786171913146973,10.80946159362793,11.64454174041748,1385928.0,10.483518600463867
2015-01-19,11.468210220336914,10.646437644958496,11.361745834350586,10.739594459533691,1226926.0,9.668800354003906
2015-01-20,11.17210578918457,10.746248245239258,10.746248245239258,11.045679092407227,2177028.0,9.944363594055176
2015-01-21,11.677811622619629,11.108893394470215,11.212030410766602,11.64454174041748,864439.0,10.483518600463867
2015-01-22,11.79758358001709,11.24530029296875,11.637887954711914,11.634560585021973,2064314.0,10.474531173706055
2015-01-23,11.854143142700195,11.478191375732422,11.62790584564209,11.478191375732422,2291846.0,10.33375072479248
2015-01-26,11.637887954711914,11.202049255371094,11.498152732849121,11.24530029296875,1472492.0,10.124082565307617
2015-01-27,11.278570175170898,10.94254207611084,11.205375671386719,11.128854751586914,1654337.0,10.019246101379395
2015-01-28,11.458229064941406,11.049006462097168,11.095584869384766,11.395015716552734,1238348.0,10.258871078491211
2015-01-29,11.578001022338867,10.912598609924316,11.395015716552734,10.962504386901855,1889082.0,9.86948299407959
2015-01-30,11.241972923278809,10.962504386901855,10.962504386901855,11.168779373168945,2049887.0,10.055190086364746
2015-02-02,11.56801986694336,11.152144432067871,11.26526165008545,11.311840057373047,1268405.0,10.183987617492676
2015-02-03,11.940646171569824,11.335128784179688,11.444920539855957,11.837508201599121,2142763.0,10.657245635986328
2015-02-04,11.840834617614746,11.534749984741211,11.714408874511719,11.727717399597168,1480307.0,10.55840015411377
2015-02-05,12.097015380859375,11.65785026550293,11.807564735412598,12.07705307006836,2161098.0,10.872905731201172
2015-02-06,12.240077018737793,11.820873260498047,11.94397258758545,12.143592834472656,1275619.0,10.932811737060547
2015-02-09,12.466314315795898,12.037129402160645,12.110322952270508,12.336560249328613,1526895.0,11.106539726257324
2015-02-10,12.439697265625,12.110322952270508,12.309944152832031,12.2500581741333,1198372.0,11.02866268157959
2015-02-11,12.363176345825195,11.940646171569824,12.28332805633545,11.973916053771973,1524791.0,10.780052185058594
2015-02-12,12.233423233032227,11.824199676513672,11.980569839477539,12.023820877075195,1695515.0,10.824981689453125
2015-02-13,12.299962997436523,11.920683860778809,12.010513305664062,12.176862716674805,1502549.0,10.962761878967285
2015-02-18,12.369830131530762,12.060418128967285,12.299962997436523,12.34321403503418,678987.0,11.112528800964355
2015-02-19,12.376483917236328,12.17353630065918,12.17353630065918,12.326579093933105,895398.0,11.097551345825195
2015-02-20,12.2500581741333,11.89406681060791,12.22676944732666,12.037129402160645,1309282.0,10.836960792541504
2015-02-23,12.166881561279297,11.897394180297852,11.973916053771973,12.02049446105957,918541.0,10.821986198425293
2015-02-24,12.213460922241211,11.900720596313477,11.980569839477539,12.16022777557373,1080549.0,10.947787284851074
2015-02-25,12.220114707946777,12.047109603881836,12.070399284362793,12.193498611450195,828671.0,10.977740287780762
2015-02-26,12.309944152832031,12.057090759277344,12.200153350830078,12.057090759277344,1111808.0,10.854933738708496
2015-02-27,11.977243423461914,11.078948974609375,11.977243423461914,11.544731140136719,2453552.0,10.393658638000488
2015-03-02,11.441594123840332,11.128854751586914,11.248626708984375,11.331802368164062,2147873.0,10.432719230651855
2015-03-03,11.434940338134766,11.17210578918457,11.434940338134766,11.311840057373047,1641112.0,10.414337158203125
2015-03-04,11.388361930847168,11.145489692687988,11.218684196472168,11.145489692687988,2173722.0,10.261188507080078
2015-03-05,11.375054359436035,11.11221981048584,11.11221981048584,11.375054359436035,1347154.0,10.472537994384766
2015-03-06,11.368399620056152,11.205375671386719,11.298531532287598,11.205375671386719,2904708.0,10.316322326660156
2015-03-09,11.37838077545166,11.205375671386719,11.311840057373047,11.205375671386719,1810032.0,10.316322326660156
2015-03-10,11.404996871948242,10.992446899414062,11.258607864379883,11.072295188903809,1188153.0,10.193801879882812
2015-03-11,11.271916389465332,10.935888290405273,11.0623140335083,11.072295188903809,1520283.0,10.193801879882812
2015-03-12,11.298531532287598,11.138835906982422,11.182086944580078,11.212030410766602,1989773.0,10.322449684143066
2015-03-13,11.20870304107666,10.985793113708496,11.195395469665527,10.992446899414062,1654938.0,10.120287895202637
2015-03-16,11.318493843078613,10.985793113708496,10.985793113708496,11.095584869384766,1733086.0,10.215242385864258
2015-03-17,11.218684196472168,11.009081840515137,11.05898666381836,11.012409210205078,4115705.0,10.138664245605469
2015-03-18,11.461556434631348,11.072295188903809,11.128854751586914,11.395015716552734,2806422.0,10.490915298461914
2015-03-19,11.83418083190918,11.26858901977539,11.368399620056152,11.51146125793457,1086861.0,10.598123550415039
2015-03-20,11.654522895812988,11.428285598754883,11.564693450927734,11.47486400604248,1834679.0,10.56442928314209
2015-03-23,11.691120147705078,11.41497802734375,11.47486400604248,11.64454174041748,1827165.0,10.720645904541016
2015-03-24,11.68113899230957,11.418305397033691,11.677811622619629,11.611270904541016,1991877.0,10.690013885498047
2015-03-25,11.884085655212402,11.411650657653809,11.624579429626465,11.631233215332031,1222117.0,10.708391189575195
2015-03-26,11.817545890808105,11.375054359436035,11.611270904541016,11.64454174041748,2122324.0,10.720645904541016
2015-03-27,12.087034225463867,11.551384925842285,11.65785026550293,11.770968437194824,1293352.0,10.837040901184082
2015-03-30,12.070399284362793,11.64454174041748,11.830854415893555,11.724390029907227,1532005.0,10.794157981872559
2015-03-31,12.260039329528809,11.684466361999512,11.73769760131836,12.243404388427734,3098876.0,11.271991729736328
2015-04-01,12.349867820739746,11.94397258758545,12.213460922241211,11.94397258758545,1382020.0,10.996317863464355
2015-04-02,12.309944152832031,11.990550994873047,12.053764343261719,12.276674270629883,1642615.0,11.30262279510498
2015-04-06,12.419734954833984,12.21013355255127,12.30661678314209,12.276674270629883,1665758.0,11.30262279510498
2015-04-07,12.416407585144043,12.16022777557373,12.356521606445312,12.16022777557373,1147576.0,11.195416450500488
2015-04-08,12.383137702941895,12.110322952270508,12.17353630065918,12.170208930969238,1249168.0,11.204604148864746
2015-04-09,12.376483917236328,11.920683860778809,12.110322952270508,12.093688011169434,1918838.0,11.1341552734375
2015-04-10,12.263365745544434,11.90737533569336,12.033802032470703,12.053764343261719,1248267.0,11.097397804260254
2015-04-13,12.289981842041016,11.963934898376465,12.053764343261719,12.027148246765137,1277422.0,11.072894096374512
2015-04-14,12.30661678314209,11.790929794311523,12.030474662780762,12.176862716674805,1234741.0,11.210728645324707
2015-04-15,12.276674270629883,12.057090759277344,12.276674270629883,12.21013355255127,1613459.0,11.241361618041992
2015-04-16,12.203479766845703,11.837508201599121,12.203479766845703,11.910701751708984,1599332.0,10.965685844421387
2015-04-17,12.130285263061523,11.874105453491211,11.914030075073242,12.013839721679688,832578.0,11.060644149780273
2015-04-20,12.253384590148926,12.070399284362793,12.12363052368164,12.21013355255127,694016.0,11.241361618041992
2015-04-22,12.642644882202148,12.143592834472656,12.143592834472656,12.309944152832031,2159294.0,11.333252906799316
2015-04-23,12.626009941101074,12.309944152832031,12.456332206726074,12.316597938537598,2373601.0,11.339378356933594
2015-04-24,12.436369895935059,12.11365032196045,12.386465072631836,12.393118858337402,1170419.0,11.409828186035156
2015-04-27,12.655953407287598,11.963934898376465,12.42638874053955,12.359848976135254,1333027.0,11.379196166992188
2015-04-28,12.309944152832031,11.674485206604004,12.309944152832031,12.070399284362793,1754126.0,11.112711906433105
2015-04-29,12.12363052368164,11.721062660217285,12.017167091369629,12.043783187866211,1096779.0,11.088211059570312
2015-04-30,12.309944152832031,11.548057556152344,12.083706855773926,11.578001022338867,1319502.0,10.659380912780762
2015-05-04,12.266693115234375,11.584654808044434,11.62790584564209,12.143592834472656,1533808.0,11.180099487304688
2015-05-05,12.466314315795898,12.073725700378418,12.143592834472656,12.409753799438477,891190.0,11.425143241882324
2015-05-06,12.925440788269043,12.196825981140137,12.349867820739746,12.592740058898926,1981958.0,11.593610763549805
2015-05-07,12.942075729370117,12.393118858337402,12.599393844604492,12.842266082763672,2699419.0,11.823341369628906
2015-05-08,13.288084983825684,12.772398948669434,12.922114372253418,12.975345611572266,1947994.0,11.945860862731934
2015-05-11,13.05852222442627,12.682568550109863,12.982000350952148,12.682568550109863,2109700.0,11.676312446594238
2015-05-12,12.81564998626709,12.449678421020508,12.682568550109863,12.655953407287598,813642.0,11.651806831359863
2015-05-13,12.87553596496582,12.449678421020508,12.685895919799805,12.556142807006836,866843.0,11.559917449951172
2015-05-14,12.825631141662598,12.496256828308105,12.496256828308105,12.825631141662598,838590.0,11.808023452758789
2015-05-15,13.108427047729492,12.795687675476074,12.885517120361328,12.9686918258667,2303267.0,11.939733505249023
2015-05-18,13.091792106628418,12.888843536376953,13.061848640441895,13.005289077758789,1941081.0,11.973427772521973
2015-05-19,13.101773262023926,12.915459632873535,13.035232543945312,12.975345611572266,1309884.0,11.945860862731934
2015-05-20,13.208236694335938,12.526200294494629,12.975345611572266,12.576105117797852,1405765.0,11.578295707702637
2015-05-21,13.128389358520508,12.476295471191406,12.642644882202148,12.888843536376953,1715352.0,11.866220474243164
2015-05-22,13.357953071594238,12.795687675476074,12.87553596496582,13.308048248291016,3528090.0,12.252164840698242
2015-05-25,13.308048248291016,13.04521369934082,13.27477741241455,13.27477741241455,495639.0,12.221534729003906
2015-05-26,13.268122673034668,12.685895919799805,13.251487731933594,12.775726318359375,1446643.0,11.762078285217285
2015-05-27,13.121734619140625,12.626009941101074,12.64597225189209,13.04521369934082,1648325.0,12.010185241699219
2015-05-28,13.17829418182373,12.64597225189209,13.17829418182373,12.64597225189209,1731884.0,11.642618179321289
2015-05-29,13.09511947631836,12.309944152832031,12.642644882202148,12.373156547546387,2712944.0,11.391448974609375
2015-06-01,13.085138320922852,12.476295471191406,12.476295471191406,12.842266082763672,1676880.0,11.823341369628906
2015-06-02,13.34797191619873,12.775726318359375,12.905479431152344,13.194929122924805,1752022.0,12.148019790649414
2015-06-03,13.328009605407715,13.005289077758789,13.328009605407715,13.208236694335938,1261191.0,12.160274505615234
2015-06-05,13.30139446258545,12.965365409851074,13.14169692993164,13.075157165527344,782684.0,12.037752151489258
2015-06-08,13.168313026428223,12.91213321685791,13.051868438720703,12.922114372253418,958217.0,11.896852493286133
2015-06-09,13.02192497253418,12.7590913772583,12.922114372253418,12.858901023864746,1669065.0,11.838654518127441
2015-06-10,13.121734619140625,12.828957557678223,12.828957557678223,13.038559913635254,748419.0,12.004058837890625
2015-06-11,13.131715774536133,12.922114372253418,13.071829795837402,13.018596649169922,850011.0,11.985678672790527
2015-06-12,13.337990760803223,12.895498275756836,12.93542194366455,12.895498275756836,1773062.0,11.872347831726074
2015-06-15,13.108427047729492,12.336560249328613,12.895498275756836,12.336560249328613,2459864.0,11.357756614685059
2015-06-16,12.516219139099121,12.110322952270508,12.376483917236328,12.223442077636719,2745105.0,11.253612518310547
2015-06-17,12.356521606445312,12.010513305664062,12.27001953125,12.16022777557373,1103392.0,11.195416450500488
2015-06-18,12.685895919799805,12.140266418457031,12.22676944732666,12.509565353393555,1575287.0,11.517036437988281
2015-06-19,12.7590913772583,12.486275672912598,12.506237983703613,12.639318466186523,2026743.0,11.636495590209961
2015-06-22,12.752436637878418,12.596067428588867,12.712512016296387,12.692549705505371,654040.0,11.685501098632812
2015-06-23,13.161659240722656,12.702530860900879,12.779052734375,13.161659240722656,2323406.0,12.117389678955078
2015-06-24,13.164985656738281,12.962038040161133,13.131715774536133,12.975345611572266,1415384.0,11.945860862731934
2015-06-25,13.218217849731445,12.882189750671387,13.09511947631836,12.908805847167969,1019232.0,11.884599685668945
2015-06-26,13.291412353515625,12.825631141662598,12.895498275756836,13.291412353515625,4710232.0,12.236849784851074
2015-06-29,13.224871635437012,12.769071578979492,13.194929122924805,13.14169692993164,1173425.0,12.099013328552246
2015-06-30,13.145024299621582,12.72581958770752,13.005289077758789,12.975345611572266,3463167.0,11.945860862731934
2015-07-01,13.115080833435059,12.898824691772461,12.988654136657715,12.975345611572266,1526294.0,11.945860862731934
2015-07-02,13.218217849731445,12.878863334655762,12.958710670471191,13.065176010131836,3218804.0,12.028564453125
2015-07-03,13.151678085327148,12.855573654174805,13.09511947631836,12.978672981262207,845202.0,11.948922157287598
2015-07-06,12.942075729370117,12.715839385986328,12.85224723815918,12.858901023864746,1706035.0,11.838654518127441
2015-07-07,12.81564998626709,12.699204444885254,12.782380104064941,12.765745162963867,2229928.0,11.752890586853027
2015-07-08,12.842266082763672,12.376483917236328,12.772398948669434,12.472968101501465,1632095.0,11.483342170715332
2015-07-10,12.616028785705566,12.266693115234375,12.482949256896973,12.489603042602539,1265099.0,11.498658180236816
2015-07-13,12.72581958770752,12.476295471191406,12.536181449890137,12.576105117797852,1038469.0,11.578295707702637
2015-07-14,12.81564998626709,12.522872924804688,12.536181449890137,12.729146957397461,1049891.0,11.719195365905762
2015-07-15,12.772398948669434,12.376483917236328,12.772398948669434,12.416407585144043,2289441.0,11.431269645690918
2015-07-16,12.472968101501465,12.309944152832031,12.389792442321777,12.396446228027344,712952.0,11.412891387939453
2015-07-17,12.413081169128418,12.213460922241211,12.329906463623047,12.253384590148926,795007.0,11.281181335449219
2015-07-20,12.326579093933105,12.103669166564941,12.260039329528809,12.143592834472656,764349.0,11.180099487304688
